LineID,LineName,LineNoTemp,LineNo
11110166,1221번(중계동~서울의료원),1221번,1221
11110363,N13번(상계동차고지~송파공영차고지),N13번,N13
11110899,1131번(중계본동~석계역),1131번,1131
11110900,1141번(중계본동~석계역),1141번,1141
11110901,1142번(중계본동~창동역),1142번,1142
11110944,1226번(상월곡역~경동시장),1226번,1226
11110046,402번(장지공영차고지~광화문),402번,402
11110050,461번(장지공영차고지~여의도),461번,461
11110217,3417번(장지공영차고지~삼성역),3417번,3417
11110220,3422번(장지공영차고지~고속터미널),3422번,3422
11110353,3319(장지공영차고지~잠실역),3319,3319
11110011,140번(도봉산역광역환승센터~헌인릉.강남서초예비군훈련장),140번,140
11110039,360번(송파차고지~여의도),360번,360
11110051,471번(진관차고지~세곡동사거리),471번,471
11110067,701번(구파발~종로1가),701번,701
11110364,N13번(송파공영차고지~상계동차고지),N13번,N13
41110152,N37번(송파공영차고지~진관공영차고지),N37번,N37
11110019,150번(도봉산~석수역),150번,150
11110022,160번(도봉산~온수동),160번,160
11110055,600번(온수동~광화문),600번,600
11110365,N16번(도봉산공영차고지~온수동차고지),N16번,N16
41110205,507번(석수역~동대문문화공원),507번,507
11110030,260번(중랑차고지~여의도),260번,260
11110945,273번(중랑차고지~동교동),273번,273
41110027,2227번(중랑공영차고지~중곡역),2227번,2227
41110150,N26번(중랑공영차고지~강서공영차고지),N26번,N26
11110056,601번(개화동~종로4가),601번,601
11110329,710번(상암차고지~수유역),710번,710
11410001,270번(상암동차고지~망우리),270번,270
11410003,470번(상암차고지~안골마을),470번,470
41110151,N26번(강서공영차고지~중랑공영차고지),N26번,N26
11110872,7737번(수색은평공영차고지~파크빌아파트),7737번,7737
11110873,7024번(봉원사~서울역),7024번,7024
11110874,7738번(은평공영차고지~홍제역),7738번,7738
11110875,7739번(은평공영차고지~홍대입구역),7739번,7739
11110855,6645(가양9단지~가양9단지),6645,6645
11110856,6642(개화역~염창역),6642,6642
11110857,6643(가양9단지~가양9단지),6643,6643
11110860,6647(개화역환승센터~마곡나루역),6647,6647
11110932,4433번(대치역~양재역),4433번,4433
11110889,2113(중랑공영차고지~석계역),2113,2113
11110890,2234(중랑공영차고지~봉화산역),2234,2234
11110891,2114(중랑공영차고지~석계역),2114,2114
11110892,2235(능말~신이문역),2235,2235
11110057,602번(양천공용차고지~시청앞),602번,602
11110249,5524번(난곡차고지~중앙대학),5524번,5524
11110282,6623번(양천공영차고지~여의도),6623번,6623
11110285,6627번(양천공영차고지~월촌중학교),6627번,6627
11110295,6714번(양천공영차고지~이대부고),6714번,6714
11110366,N16번(온수동차고지~도봉산공영차고지),N16번,N16
11110387,6654번(해군회관~여의도역),6654번,6654
11110408,6516번(양천차고지~박미고개),6516번,6516
11110861,6649번(신도림역~성락교회),6649번,6649
11110879,1162번(성북구민회관~보문역),1162번,1162
11110881,1164번(서경대~길음역),1164번,1164
11111168,노원14(청백1단지아파트~세그루학원),노원14,노원14
11111169,노원15(청백1단지아파트~덕성여자대학교),노원15,노원15
11110753,영등포10(대방역~순복음교회),영등포10,영등포10
11110754,영등포11(대방역~여의도중학교),영등포11,영등포11
11110756,마포18(디지털미디어시티역~DMC빌),마포18,마포18
11110752,금천11(산기슭공원~석수역),금천11,금천11
11111167,금천11-1(산기슭공원~석수역),금천11-1,금천11-1
11110720,종로13(평창동주민센터~부암동주민센터.무계원),종로13,종로13
11110922,종로06(평창동주민센터~평창공원지킴터),종로06,종로06
11110984,성북20(고려대역~돈암시장),성북20,성북20
11110703,영등포02(한국수자원연구소~관악고등학교),영등포02,영등포02
11110706,영등포01(신도림역~구로디지털단지역),영등포01,영등포01
11110656,서초14(이수역~고속터미널),서초14,서초14
11110520,강북12(SK북한산시티아파트~현대백화점),강북12,강북12
11110924,강북08(두산위브아파트~현대백화점),강북08,강북08
11110746,서초22(남부터미널~국립국악원),서초22,서초22
11110747,강남08(신사역~삼성역),강남08,강남08
11111163,강남10(개포4단지7단지~양재역),강남10,강남10
11110749,영등포09(신도림역~영등포역후문),영등포09,영등포09
11110750,양천04(신도림동아3차아파트~양천구청역),양천04,양천04
11110714,은평03(갈현동12번지~연신내역),은평03,은평03
11110755,은평09(대림e편한세상아파트1단지~청구성심병원),은평09,은평09
11111162,은평08(백련산힐스테이트3차~새절역),은평08,은평08
11110555,구로03(개봉한진아파트~개봉역),구로03,구로03
11110556,구로04(천왕이펜하우스5단지입구~개봉역),구로04,구로04
11110503,강남05(구룡마을~석촌역),강남05,강남05
11110805,구로06(개봉역~센츄리아파트),구로06,구로06
11110607,동작03(신대방삼거리역~노들역),동작03,동작03
11110608,동작12(상도4동성문교회~대방역),동작12,동작12
11110562,금천03(가산디지털단지역~구로디지털단지역),금천03,금천03
11110563,금천04(시흥사거리~기아자동차후문),금천04,금천04
11110741,금천09(독산한신아파트~광명시보건소),금천09,금천09
11110803,영등포05(당산역~구로세무서),영등포05,영등포05
11110804,영등포08(영등포푸르지오~신도림역),영등포08,영등포08
11110808,영등포03(당산현대아파트~영등포역),영등포03,영등포03
11110704,영등포04(대림역~영등포역),영등포04,영등포04
11110502,강남07(서울의료원~양재역),강남07,강남07
11110097,동대문05(답십리역~영휘원사거리),동대문05,동대문05
11110614,마포07(양화진성지~아현역),마포07,마포07
11110696,양천01(등촌역~당산역),양천01,양천01
11110697,양천02(등촌역~오목교역),양천02,양천02
11110517,강북05(번동초등학교~한일아파트),강북05,강북05
11110518,강북06(강북보건소~미아사거리역),강북06,강북06
11110978,강북04(연일슈퍼~수유시장),강북04,강북04
11110514,강북10(솔샘터널~미아역),강북10,강북10
11110648,강북10-1(솔샘터널~미아역),강북10-1,강북10-1
11110513,강북11(미아사거리~수유역),강북11,강북11
11110521,강북09(미아사거리~수유역),강북09,강북09
11110629,서대문01(삼성빌라~홍제삼거리),서대문01,서대문01
11110680,성북05(정릉2동주민센터~정수빌라),성북05,성북05
11110694,성북07(정릉4동종점~길음역),성북07,성북07
11110695,성북06(산림초소~길음역),성북06,성북06
11110547,구로10(대림역~중앙하이츠),구로10,구로10
11110552,구로12(개봉역~거성아파트),구로12,구로12
11110557,구로13(구로1동주민센터~구로중학교),구로13,구로13
11110560,금천02(벽산3단지~안천중학교),금천02,금천02
11110735,금천01(청.독산역~벽산아파트),금천01,금천01
11110619,마포11(신촌전철역~마포역),마포11,마포11
11110620,마포12(신촌전철역~마포역),마포12,마포12
11110622,마포17(공덕시장~효창공원앞역),마포17,마포17
11110624,마포03(아현역~만리동고개),마포03,마포03
11110550,구로08(개봉역~오류1동주민센터),구로08,구로08
11110553,구로01(개봉역~금옥여고),구로01,구로01
11110554,구로02(개봉역~개봉중학교),구로02,구로02
11110549,구로07(오류동역~서울수목원현대홈타운),구로07,구로07
11110801,구로15(오류동역~서울남부교정시설),구로15,구로15
11110989,구로14(천왕이펜하우스5단지입구~온수역),구로14,구로14
11110621,마포01(산천동리버힐삼성아파트~용문시장),마포01,마포01
11110623,마포02(청암대~공덕역),마포02,마포02
